StationID,StationName,Latitude (Decimal Degrees),Longitude (Decimal Degrees),StationProvinceShort
4179,CHAMBERY,49.37,-108.43,SK
4180,CLAYDON,49.13,-109.1,SK
4181,CLIMAX,49.2,-108.38,SK
4182,CONSUL,49.3,-109.52,SK
4183,CONSUL,49.3,-109.48,SK
4184,CORONACH,49.12,-105.52,SK
4185,CORONACH,49.27,-105.6,SK
4186,CORONACH SPC,49.05,-105.48,SK
4187,CYPRESS HILLS PARK,49.64,-109.51,SK
4188,CYPRESS HILLS PARK,49.67,-109.48,SK
4189,EASTEND CDA EPF,49.52,-108.75,SK
4190,EASTEND CDA EPF SOUTH,49.37,-108.77,SK
4191,EASTEND CYPRESS (AUT),49.44,-108.99,SK
4192,EASTEND 2,49.52,-108.82,SK
4193,EAST POPLAR RIVER,49.0,-105.42,SK
4194,FLAP JACK,49.53,-109.88,SK
4195,FORT WALSH,49.47,-109.57,SK
4196,FRENCHMAN VALLEY,49.38,-107.78,SK
4197,FRONTIER,49.2,-108.57,SK
4198,LIDGETT,49.3,-106.58,SK
4199,LISIEUX,49.27,-105.98,SK
4200,MANKOTA,49.1,-107.02,SK
4201,MANKOTA 2,49.0,-106.95,SK
4202,MERRYFLAT,49.47,-109.77,SK
4203,MINTON,49.17,-104.58,SK
4204,NASHLYN,49.2,-109.52,SK
4205,RAVENSCRAG,49.48,-109.08,SK
4206,ROBSART,49.38,-109.35,SK
4207,ROCKGLEN (AUT),49.17,-105.98,SK
4208,SENATE,49.27,-109.7,SK
4209,TREELON,49.0,-108.38,SK
4210,VAL-MARIE,49.37,-107.85,SK
4211,VAL-MARIE EXP ST,49.25,-107.65,SK
4212,VAL MARIE SOUTHEAST,49.06,-107.59,SK
4213,VICEROY CDA EPF,49.52,-105.37,SK
4214,VICEROY EXP ST,49.52,-105.35,SK
4215,VIDORA,49.35,-109.5,SK
4216,WEST POPLAR RIVER,49.0,-106.38,SK
4217,WILLOW CREEK,49.02,-109.92,SK
4218,WILLOW CREEK,49.08,-109.82,SK
4219,WOODLOT,49.57,-109.93,SK
4220,ALSASK,51.38,-110.0,SK
4221,ANGLIA,51.57,-108.17,SK
4222,ARTLAND,52.78,-109.9,SK
4223,BAD LAKE IHD 102,51.32,-108.42,SK
4224,BATTLEFORD,52.68,-108.33,SK
4225,BATTLEFORDS UNION HOSPITAL SNOW,52.77,-108.29,SK
4226,BICKLEIGH,51.29,-108.41,SK
4227,BIGGAR,52.07,-107.98,SK
4228,BUTTE ST PIERRE,53.45,-109.2,SK
4229,CANDO,52.4,-108.12,SK
4230,CANDO,52.4,-108.27,SK
4231,CARRUTHERS,52.9,-109.18,SK
4232,DENZIL,52.3,-109.58,SK
4233,EDAM,53.18,-108.77,SK
4234,FRENCHMAN BUTTE,53.58,-109.63,SK
4235,GLASLYN CDA EPF,53.33,-108.27,SK
4236,GLASLYN CDA,53.32,-108.68,SK
4237,GLASLYN 2,53.42,-108.13,SK
4238,GLENBUSH,53.23,-108.0,SK
4239,GLENBUSH,53.1,-108.03,SK
4240,HERSCHEL,51.68,-108.3,SK
4241,HERSCHEL,51.63,-108.37,SK
4242,HILLMOND,53.44,-109.72,SK
4243,HILLMOND 2,53.43,-109.72,SK
4244,KELFIELD,52.0,-108.58,SK
4245,KERROBERT,51.97,-109.05,SK
4246,KINDERSLEY,51.47,-109.15,SK
4247,KINDERSLEY A,51.52,-109.18,SK
4248,KINDERSLEY A,51.52,-109.18,SK
4249,KINDERSLEY A,51.52,-109.18,SK
4250,KINDERSLEY AIRPORT,51.52,-109.18,SK
4251,KINDERSLEY CDA EPF,51.5,-109.17,SK
4252,KINDERSLEY KY,51.47,-109.17,SK
4253,LASHBURN,53.03,-109.55,SK
4254,LASHBURN 1,53.12,-109.63,SK
4255,LLOYDMINSTER,53.3,-110.0,SK
4256,LLOYDMINSTER 12E,53.28,-109.67,SK
4257,LOVERNA CDA EPF,51.65,-110.0,SK
4258,LUSELAND,52.08,-109.4,SK
4259,MACKLIN,52.33,-109.95,SK
4260,MACKLIN,52.33,-109.95,SK
4261,MAIDSTONE,53.08,-109.3,SK
4262,MAYMONT,52.6,-107.65,SK
4263,MEDSTEAD,53.35,-108.03,SK
4264,NEILBURG,52.8,-109.6,SK
4265,NORTH BATTLEFORD A,52.77,-108.26,SK
4266,NORTH BATTLEFORD,52.77,-108.25,SK
4267,NORTH BATTLEFORD RCS,52.77,-108.26,SK
4268,ONION LAKE,53.87,-109.98,SK
4269,NORTH BATTLEFORD,52.77,-108.24,SK
4270,PAYNTON,53.02,-108.95,SK
4271,PRINCE,52.97,-108.37,SK
4272,PRONGUA,52.73,-108.55,SK
4273,RABBIT LAKE,53.1,-107.87,SK
4274,ROSETOWN,51.62,-108.02,SK
4275,ROSETOWN CDA EPF,51.52,-107.88,SK
4276,ROSETOWN EAST,51.57,-107.92,SK
4277,RUDDELL,52.58,-107.85,SK
4278,RUTHILDA,51.9,-108.52,SK
4279,ST DONATUS,51.98,-109.9,SK
4280,ST WALBURG,53.63,-109.22,SK
4281,ST WALBURG,53.72,-109.15,SK
4282,SALT LAKE,52.3,-109.5,SK
4283,SCOTSTOWN,52.38,-109.4,SK
4284,SCOTT CDA,52.36,-108.83,SK
4285,SCOTT CS,52.36,-108.83,SK
4286,SMILEY,51.63,-109.47,SK
4287,SONNINGDALE,52.32,-107.77,SK
4288,SOVEREIGN,51.5,-107.75,SK
4289,SOVEREIGN,51.52,-107.72,SK
4290,SPRUCE LAKE,53.53,-109.08,SK
4291,STRANRAER,51.7,-108.52,SK
4292,TURTLEFORD,53.4,-108.95,SK
4293,TURTLEFORD CDA EPF,53.45,-109.0,SK
4294,UNITY,52.42,-109.08,SK
4295,UNITY SOUTH,52.23,-109.2,SK
4296,WASECA,53.13,-109.4,SK
4297,WASECA RCS,53.13,-109.41,SK
4298,ABERDEEN,52.4,-106.17,SK
4299,AMYOT LAKE,53.7,-106.68,SK
4300,ASQUITH,52.13,-107.23,SK
4301,BEATTY,52.87,-104.85,SK
4302,BEAVER CREEK,51.97,-106.7,SK
4303,BIRCH HILLS,53.0,-105.48,SK
4304,BLACKSTRAP,51.78,-106.4,SK
4305,BLAINE LAKE,52.77,-106.9,SK
4306,BORDEN 18N,52.55,-107.23,SK
4307,CAMEO,53.28,-106.55,SK
4308,CARLTON,52.8,-106.57,SK
4309,COLONSAY,51.93,-105.77,SK
4310,CONQUEST,51.52,-107.25,SK
4311,CUDWORTH,52.48,-105.73,SK
4312,DANA CFB,52.28,-105.77,SK
4313,DELISLE,51.95,-107.15,SK
4314,DINSMORE,51.32,-107.33,SK
4315,DONAVON,51.8,-107.18,SK
4316,DUNDURN,51.8,-106.5,SK
4317,ETHELTON,52.77,-104.9,SK
4318,FOXFORD,53.42,-105.12,SK
4319,GATEHOUSE,53.58,-106.05,SK
4320,GLENSIDE,51.47,-106.83,SK
4321,GRASSWOOD,52.07,-106.63,SK
4322,HAFFORD,52.72,-107.37,SK
4323,HAGUE,52.5,-106.48,SK
4324,HALCYONIA,52.5,-107.08,SK
4325,HARRIS,51.73,-107.58,SK
4326,HENRIBOURG,53.43,-105.58,SK
4327,HENRIBOURG CDA EPF,53.37,-105.6,SK
4328,HOEY,52.85,-105.78,SK
4329,HOLBEIN,53.23,-106.15,SK
4330,KINISTINO,52.95,-105.02,SK
4331,KRYDOR,52.7,-107.03,SK
4332,LEASK,53.02,-106.75,SK
4333,LEASK,53.07,-106.98,SK
4334,LENEY,51.88,-107.52,SK
4335,MACDOWALL,53.02,-106.02,SK
4336,MARCELIN,52.92,-106.8,SK
4337,MARTENSVILLE,52.33,-106.67,SK
4338,MELFORT,52.82,-104.6,SK
4339,MELFORT,52.87,-104.6,SK
4340,MELFORT CDA,52.82,-104.6,SK
4341,MERIDIAN,53.6,-106.05,SK
4342,MILDEN,51.43,-107.5,SK
4343,MUSKIKI SPRINGS,52.32,-105.68,SK
4344,NORTHSIDE,53.53,-105.77,SK
4345,OSLER 6 N,52.42,-106.5,SK
4346,OUTLOOK,51.48,-107.05,SK
4347,OUTLOOK 2,51.62,-106.95,SK
4348,OUTLOOK PFRA,51.48,-107.05,SK
4349,PARKSIDE CDA EPF,53.23,-106.58,SK
4350,PILGER,52.42,-105.15,SK
4351,PILGER,52.42,-105.15,SK
4352,PRINCE ALBERT,53.17,-105.75,SK
4353,PRINCE ALBERT A,53.22,-105.67,SK
4354,PRINCE ALBERT A,53.21,-105.67,SK
4355,PRINCE ALBERT GLASS FIELD,53.21,-105.68,SK
4356,PRINCE ALBERT WEYERHAEUSER SNOW,53.26,-105.55,SK
4357,RADISSON 1,52.4,-107.42,SK
4358,RADISSON 2,52.47,-107.47,SK
4359,ROSTHERN,52.67,-106.33,SK
4360,ST LOUIS,52.92,-105.8,SK
4361,SASKATOON,52.12,-106.65,SK
4362,SASKATOON DIEFENBAKER INT'L A,52.17,-106.72,SK
4363,SASKATOON CALDER CENTRE SNOW,52.1,-106.61,SK
4364,SASK POWER FLETCHER ROAD SNOW,52.11,-106.71,SK
4365,SASKATOON CENTRAL AVE,52.1,-106.6,SK
4366,SASKATOON INTL A,52.17,-106.7,SK
4367,SASKATOON KERNEN FARM,52.15,-106.55,SK
4368,SASKATOON KERNEN FARM CS,52.15,-106.55,SK
4369,SASKATOON NATIONAL HYDROLOGY SNOW,52.14,-106.62,SK
4370,SASKATOON NRC,52.13,-106.63,SK
4371,SASKATOON RCS,52.17,-106.72,SK
4372,SASKATOON 1,52.17,-106.68,SK
4373,SASKATOON 2,52.12,-106.67,SK
4374,SASKATOON SRC,52.15,-106.6,SK
4375,SASKATOON U OF S,52.13,-106.63,SK
4376,SASKATOON WATER TP,52.12,-106.68,SK
4377,STAR CITY,52.87,-104.33,SK
4378,STAR CITY CDA EPF,52.72,-104.33,SK
4379,STURGEON CROSSING,53.73,-106.72,SK
4380,SURBITON,51.33,-107.23,SK
4381,SUTHERLAND,52.15,-106.58,SK
4382,VALLEY PARK,51.88,-106.82,SK
4383,VANSCOY UPPER AIR,52.02,-107.03,SK
4384,VANSCOY COMINCO,52.02,-107.1,SK
4385,VISCOUNT,51.95,-105.63,SK
4386,VONDA,52.32,-106.1,SK
4387,WAKAW,52.65,-105.72,SK
4388,WEIRDALE,53.45,-105.25,SK
4389,WELDON,53.03,-105.1,SK
4390,ZELMA,51.8,-105.93,SK
4391,LANGHAM 2W,52.37,-107.02,SK
4392,CANDLE LAKE,53.75,-105.27,SK
4393,BEACON HILL,54.34,-109.63,SK
4394,BEARTOOTH ISLAND,59.22,-109.7,SK
4395,BIG RIVER,53.83,-107.03,SK
4396,BIG RIVER EXP ST,53.85,-107.0,SK
4397,BITTERN CREEK,53.98,-105.87,SK
4398,BRABANT LAKE,56.12,-103.75,SK
4399,BUFFALO NARROWS,55.87,-108.48,SK
4400,BUFFALO NARROWS,55.85,-108.47,SK
4401,BUFFALO NARROWS A,55.83,-108.43,SK
4402,BUFFALO NARROWS (AUT),55.84,-108.42,SK
4403,BUFFALO NARROWS A,55.84,-108.42,SK
4404,BUFFALO NARROWS A,55.84,-108.42,SK
4405,CARSWELL LAKE,58.53,-109.48,SK
4406,CIGAR LAKE,58.08,-104.48,SK
4407,CLUFF LAKE,58.37,-109.52,SK
4408,CLUFF LAKE AUTO,58.39,-109.52,SK
4409,COLLINS BAY SK,58.23,-103.68,SK
4410,COLLINS BAY,58.19,-103.71,SK
4411,COLLINS BAY,58.18,-103.7,SK
4412,COLLINS BAY CAMECO,58.18,-103.7,SK
4413,CONTACT LAKE,55.43,-104.87,SK
4414,CREE LAKE 2,57.38,-106.67,SK
4415,CREE LAKE,57.35,-107.13,SK
4416,DAWN LAKE,58.3,-103.95,SK
4417,DIVIDE,53.9,-108.45,SK
4418,DORE LAKE,54.62,-107.4,SK
4419,DORINTOSH,54.32,-108.7,SK
4420,FOND DU LAC,59.33,-107.17,SK
4421,FOSTER LAKE,56.8,-105.35,SK
4422,GEIKIE RIVER,57.7,-103.95,SK
4423,GOODSOIL,54.4,-109.23,SK
4424,GREEN LAKE,54.28,-107.78,SK
4425,ILE A LA CROSSE,55.45,-107.87,SK
4426,ISLAND FALLS,55.53,-102.35,SK
4427,ISLAND FALLS 2,55.58,-102.43,SK
4428,ISLAND FALLS (AUT),55.53,-102.35,SK
4429,JIMMY LAKE,54.9,-109.97,SK
4430,JIMMY LAKE AWOS,54.91,-109.96,SK
4431,KEELEY LAKE,54.87,-108.17,SK
4432,KEY LAKE,57.25,-105.6,SK
4433,KEY LAKE,57.25,-105.62,SK
4434,KEY LAKE,57.26,-105.62,SK
4435,KEY LAKE A,57.25,-105.6,SK
4436,KINGSMERE,54.13,-106.45,SK
4437,KINOOSAO,57.08,-102.02,SK
4438,LAC LA RONGE,55.13,-105.33,SK
4439,LA RONGE RCS,55.15,-105.27,SK
4440,LA RONGE A,55.15,-105.27,SK
4441,LA RONGE A,55.15,-105.27,SK
4442,LEOVILLE,53.55,-107.57,SK
4443,LOON LAKE,54.03,-109.03,SK
4444,LOON LAKE CDA EPF,54.05,-109.1,SK
4445,LOON LAKE RCS,54.02,-109.14,SK
4446,MCLENNAN LAKE,55.92,-104.3,SK
4447,MEADOW LAKE,54.13,-108.43,SK
4448,MEADOW LAKE A,54.13,-108.05,SK
4449,MEADOW LAKE A,54.13,-108.52,SK
4450,MEADOW LAKE 2,54.13,-108.43,SK
4451,MEADOW LAKE A,54.13,-108.52,SK
4452,MILDRED,53.33,-107.25,SK
4453,MISSINIPE,55.6,-104.77,SK
4454,MOLANOSA,54.5,-105.53,SK
4455,MONTREAL LAKE,53.62,-105.67,SK
4456,OTTER RAPIDS,55.65,-104.73,SK
4457,PIERCELAND,54.35,-109.75,SK
4458,PIERCELAND EXP ST,54.4,-109.75,SK
4459,SMOOTH STONE RIVER,55.15,-106.27,SK
4460,SOUTHEND,56.33,-103.28,SK
4461,SOUTH MONTREAL LAKE DNR,54.05,-105.8,SK
4462,SPIRITWOOD,53.37,-107.53,SK
4463,SPIRITWOOD WEST,53.37,-107.55,SK
4464,STANLEY,55.42,-104.57,SK
4465,STONY RAPIDS,59.25,-105.83,SK
4466,STONY RAPIDS,59.25,-105.84,SK
4467,STONY RAPIDS A,59.25,-105.83,SK
4468,URANIUM CITY A,59.57,-108.48,SK
4469,VICTOIRE,53.48,-107.03,SK
4470,WASKESIU LAKE,53.92,-106.07,SK
4471,WASKESIU LAKE,53.92,-106.08,SK
4472,WHITESAND DAM,56.23,-103.15,SK
4473,WITCHEKAN,53.48,-107.55,SK
4474,WOLLASTON LAKE,58.12,-103.2,SK
4475,WOLLASTON LAKE,58.05,-103.17,SK
4476,MEADOW LAKE,54.13,-108.52,SK
4477,URANIUM CITY (AUT),59.57,-108.48,SK
4478,AYLSHAM,53.2,-103.8,SK
4479,CARROT RIVER EXP ST,53.33,-103.52,SK
4480,CHOICELAND,53.5,-104.48,SK
4481,CODETTE ELKHORN,53.25,-104.17,SK
4482,CONNELL CREEK EXP ST,53.15,-103.32,SK
4483,CROOKED RIVER,52.85,-103.73,SK
4484,CUB HILLS,54.28,-104.55,SK
4485,CUMBERLAND HOUSE,53.97,-102.3,SK
4486,CUMBERLAND HOUSE,53.95,-102.27,SK
4487,CUMBERLAND HOUSE 2,53.92,-102.37,SK
4488,DESCHAMBAULT LAKE,54.67,-103.4,SK
4489,LOST RIVER,53.28,-104.33,SK
4490,MILE 97,54.6,-104.22,SK
4491,NIPAWIN A,53.33,-104.0,SK
4492,NIPAWIN 2,53.35,-104.02,SK
4493,NIPAWIN AWOS,53.33,-104.0,SK
4494,NIPAWIN,53.33,-104.02,SK
4495,NIPAWIN,53.33,-104.01,SK
4496,PADDOCKWOOD EXP ST,53.52,-105.53,SK
4497,RIDGEDALE,53.05,-104.25,SK
4498,SMOKY BURN,53.37,-103.17,SK
4499,SMOKY BURN CDA EPF,53.33,-103.13,SK
4500,SNOWDEN CDA EPF,53.53,-104.68,SK
4501,SNOWDEN WHITETAIL,53.58,-104.68,SK
4502,SQUAW RAPIDS,53.7,-103.35,SK
4503,TISDALE,52.87,-104.0,SK
4504,TISDALE SOUTH,52.76,-104.04,SK
4505,VALPARAISO,52.78,-104.2,SK
4506,WHITE FOX CDA EPF,53.45,-104.08,SK
4507,NIPAWIN,53.33,-104.0,SK
4508,ARCHERWILL,52.43,-104.02,SK
4509,ARMIT,52.83,-101.78,SK
4510,ARRAN,51.97,-101.73,SK
4511,ARRAN 23N,52.2,-101.63,SK
4512,BERTWELL,52.6,-102.57,SK
4513,DANBURY,52.13,-102.2,SK
4514,ENDEAVOUR,52.2,-102.53,SK
4515,ENDEAVOUR 2,52.18,-102.67,SK
4516,HUDSON BAY,52.87,-102.4,SK
4517,HUDSON BAY A,52.82,-102.32,SK
4518,HUDSON BAY,52.82,-102.32,SK
4519,HUDSON BAY 13W,52.88,-102.58,SK
4520,HUDSON BAY(AUT),52.82,-102.32,SK
4521,HUDSON BAY 2,52.85,-102.53,SK
4522,KELVINGTON,52.15,-103.55,SK
4523,KELVINGTON EXP ST,52.17,-103.52,SK
4524,LINTLAW,52.08,-103.27,SK
4525,LAC VERT,52.52,-104.35,SK
4526,MCKAGUE,52.57,-103.83,SK
4527,MCKAGUE 2,52.58,-103.83,SK
4528,MISTATIM,52.85,-103.23,SK
4529,PELLY,52.08,-101.87,SK
4530,PELLY 2,51.73,-101.9,SK
4531,PLEASANTDALE,52.58,-104.52,SK
4532,PORCUPINE PLAIN,52.65,-103.15,SK
4533,PORCUPINE PLAIN 2,52.6,-103.25,SK
4534,PORCUPINE PLAIN 3,52.75,-103.2,SK
4535,PRAIRIE RIVER,52.87,-102.98,SK
4536,SOMME CDA EPF,52.62,-103.02,SK
4537,WEEKES,52.75,-102.83,SK
4538,ALEXANDER,49.83,-100.3,MB
4539,ARROW RIVER,50.17,-100.85,MB
4540,BALDUR,49.28,-99.29,MB
4541,BALDUR 5 NORTHEAST,49.42,-99.17,MB
4542,BEDE,49.37,-100.93,MB
4543,BELMONT,49.4,-99.43,MB
4544,BELMONT,49.3,-99.45,MB
4545,BINSCARTH,50.58,-101.27,MB
4546,BIRDTAIL,50.82,-100.92,MB
4547,BIRTLE,50.43,-101.05,MB
4548,BOGGY CREEK,51.54,-101.39,MB
4549,BRANDON A,49.91,-99.95,MB
4550,BRANDON A,49.91,-99.95,MB
4551,BRANDON CDA,49.87,-99.98,MB
4552,BRANDON RCS,49.9,-99.95,MB
4553,BRANDON SOUTH,49.82,-99.95,MB
4554,BRANDON #1 WINTER BAY,49.83,-99.98,MB
4555,BROOKDALE,50.02,-99.57,MB
4556,CAMERON,49.47,-100.47,MB
4557,CARBERRY CS,49.91,-99.36,MB
4558,CARBERRY,49.87,-99.35,MB
4559,CARDALE,50.23,-100.33,MB
4560,CARROLL,49.55,-100.0,MB
4561,CARROLL 2W,49.6,-100.07,MB
4562,CLANWILLIAM,50.35,-99.81,MB
4563,CYPRESS RIVER,49.55,-99.08,MB
4564,CYPRESS RIVER RCS,49.56,-99.07,MB
4565,DELORAINE,49.18,-100.5,MB
4566,DELORAINE 2,49.17,-100.4,MB
4567,DELORAINE 6 SE,49.15,-100.37,MB
4568,EDWIN,49.82,-98.52,MB
4569,ELKHORN,49.97,-101.23,MB
4570,ERICKSON,50.43,-99.9,MB
4571,ERICKSON,50.48,-99.9,MB
4572,FAIRFAX,49.42,-100.13,MB
4573,FORT ELLICE,50.42,-101.23,MB
4574,FOXWARREN,50.52,-101.15,MB
4575,FOXWARREN NORTH,50.6,-101.17,MB
4576,ELKHORN 2 EAST,49.93,-101.2,MB
4577,GLENBORO,49.57,-99.33,MB
4578,GOODLANDS CDA EPF,49.13,-100.6,MB
4579,GRISWOLD,49.82,-100.47,MB
4580,HAMIOTA,50.18,-100.62,MB
4581,HAMIOTA 2,50.18,-100.6,MB
4582,HARDING,50.03,-100.5,MB
4583,HARGRAVE CDA EPF,49.92,-101.1,MB
4584,HARTNEY,49.45,-100.52,MB
4585,HARTNEY,49.5,-100.53,MB
4586,HILLVIEW,49.92,-100.55,MB
4587,INGLIS,50.9,-101.23,MB
4588,KENTON,49.98,-100.58,MB
4589,LYLETON,49.05,-101.18,MB
4590,MACDONALD A,50.08,-98.45,MB
4591,MCCONNELL,50.27,-100.6,MB
4592,MEDORA,49.25,-100.7,MB
4593,MELITA,49.33,-101.0,MB
4594,MELITA 2,49.28,-100.98,MB
4595,MINNEDOSA,50.27,-99.83,MB
4596,MINTO,49.45,-100.05,MB
4597,NAPINKA,49.33,-100.85,MB
4598,NORQUAY,49.48,-98.75,MB
4599,OAKNER,50.1,-100.63,MB
4600,OLHA,50.67,-100.55,MB
4601,PIERSON,49.18,-101.27,MB
4602,PIPESTONE,49.53,-100.92,MB
4603,PORTAGE LA PRAIRIE,49.97,-98.3,MB
4604,PORTAGE LA PRAIRIE,49.97,-98.3,MB
4605,PORTAGE ROMANCE,49.98,-98.3,MB
4606,PORTAGE SOUTHPORT A,49.9,-98.27,MB
4607,PORTAGE LA PRAIRIE CDA,49.95,-98.27,MB
4608,PORTAGE LA PRAIRIE 2,49.98,-98.32,MB
4609,PORTAGE SOUTHPORT,49.9,-98.28,MB
4610,RAPID CITY FORREST,50.02,-100.0,MB
4611,RAPID CITY,50.12,-99.93,MB
4612,REGENT,49.32,-100.37,MB
4613,RESTON,49.55,-101.1,MB
4614,RIDING MTN AUDY,50.72,-100.23,MB
4615,RIVERS,50.03,-100.23,MB
4616,RIVERS A,50.02,-100.32,MB
4617,ROBLIN,51.18,-101.36,MB
4618,ROBLIN,51.23,-101.38,MB
4619,ROBLIN,51.23,-101.38,MB
4620,ROBLIN NORTH,51.37,-101.4,MB
4621,ROSSBURN,50.67,-100.82,MB
4622,ROSSBURN 10N,50.8,-100.83,MB
4623,RUSSELL,50.77,-101.28,MB
4624,ST ALBANS,49.7,-99.55,MB
4625,ST ALPHONSE,49.45,-99.02,MB
4626,ST LAZARE,50.43,-101.3,MB
4627,SANDY LAKE,50.5,-100.1,MB
4628,SHOAL LAKE CS,50.45,-100.6,MB
4629,SHARPE LAKE,49.05,-100.33,MB
4630,SHILO,49.78,-99.64,MB
4631,CFB SHILO CCOC,49.79,-99.63,MB
4632,SHOAL LAKE,50.43,-100.58,MB
4633,SHOAL LAKE,50.48,-100.72,MB
4634,SHOAL LAKE,50.45,-100.58,MB
4635,SILVERTON EXP ST,50.77,-101.15,MB
4636,SOMERSET,49.45,-98.62,MB
4637,SOURIS,49.65,-100.25,MB
4638,SOURIS,49.62,-100.27,MB
4639,SOURIS 2,49.58,-100.4,MB
4640,STRATHCLAIR,50.4,-100.4,MB
4641,SWAN LAKE,49.4,-98.78,MB
4642,TREHERNE,49.63,-98.7,MB
4643,TREHERNE 8N,49.73,-98.75,MB
4644,TURTLE MOUNTAIN,49.18,-100.33,MB
4645,TURTLE MOUNTAIN 1,49.05,-100.55,MB
4646,TURTLE MOUNTAIN 2,49.08,-100.78,MB
4647,TURTLE MOUNTAIN 3,49.18,-100.7,MB
4648,TURTLE MOUNTAIN 4,49.32,-100.73,MB
4649,TURTLE MOUNTAIN 5,49.35,-100.57,MB
4650,TURTLE MOUNTAIN 6,49.3,-100.32,MB
4651,TURTLE MOUNTAIN 7,49.32,-100.07,MB
4652,TURTLE MOUNTAIN 8,49.2,-100.3,MB
4653,VIRDEN,49.83,-100.95,MB
4654,VIRDEN WATER,49.84,-100.93,MB
4655,VIRDEN SCARTH,49.73,-100.97,MB
4656,WASAGAMING,50.66,-99.94,MB
4657,WASKADA,49.1,-100.8,MB
4658,WASKADA,49.03,-100.75,MB
4659,WAWANESA,49.6,-99.68,MB
4660,WAWANESA EAST,49.58,-99.6,MB
4661,MELITA,49.28,-100.99,MB
4662,ROBLIN FRIESEN 3 NORTHWEST,51.27,-101.4,MB
4663,RIVERS PETTAPIECE,50.11,-100.18,MB
4664,OAK LAKE,49.77,-100.63,MB
4665,ROSSBURN 4 NORTH,50.75,-100.82,MB
4666,ALMASIPPI,49.55,-98.2,MB
4667,ALTONA,49.1,-97.55,MB
4668,ALTONA CFAM,49.1,-97.55,MB
4669,ALTONA SOUTH,49.05,-97.57,MB
4670,ANOLA,49.88,-96.65,MB
4671,BIRDS HILL NURSERY,49.98,-96.83,MB
4672,BIRDS HILL PINE RIDGE,49.98,-96.93,MB
4673,BOISSEVAIN,49.23,-100.05,MB
4674,BOISSEVAIN 2,49.22,-100.08,MB
4675,CARMAN,49.43,-98.15,MB
4676,CARMAN 2,49.52,-98.0,MB
4677,CARTWRIGHT,49.1,-99.35,MB
4678,CARTWRIGHT,49.05,-99.42,MB
4679,CARTWRIGHT 2,49.17,-99.52,MB
4680,CRYSTAL CITY,49.05,-98.97,MB
4681,DACOTAH,49.87,-97.65,MB
4682,DARLINGFORD,49.12,-98.27,MB
4683,DARLINGFORD NORTH,49.15,-98.27,MB
4684,DEERWOOD,49.4,-98.32,MB
4685,DEERWOOD RCS,49.4,-98.32,MB
4686,DOMAIN,49.62,-97.32,MB
4687,DOMINION CITY,49.15,-97.15,MB
4688,DUFROST,49.37,-97.05,MB
4689,DUGALD,49.87,-96.82,MB
4690,ELM CREEK,49.72,-98.02,MB
4691,EMERSON,49.03,-97.18,MB
4692,EMERSON AUTO,49.0,-97.24,MB
4693,EMERSON AUT,49.0,-97.24,MB
4694,FANNYSTELLE,49.8,-97.87,MB
4695,FOXTON,50.45,-97.35,MB
4696,FORT WHYTE CENTRE,49.82,-97.23,MB
4697,CARMAN 3,49.52,-97.95,MB
4698,GLENLEA,49.65,-97.12,MB
4699,GLENORA,49.27,-99.18,MB
4700,GNADENTHAL,49.1,-97.8,MB
4701,GRAYSVILLE,49.5,-98.17,MB
4702,GREEN RIDGE,49.17,-96.98,MB
4703,GREENWOOD,50.45,-97.2,MB
4704,GRETNA (AUT),49.03,-97.56,MB
4705,GROSSE ISLE,50.05,-97.43,MB
4706,GUNTON HATCHERY,50.28,-97.17,MB
4707,HEADINGLY,49.88,-97.47,MB
4708,HOLLAND,49.61,-98.88,MB
4709,HOMEWOOD,49.53,-97.87,MB
4710,KALEIDA,49.13,-98.47,MB
4711,KILLARNEY,49.18,-99.65,MB
4712,KLEEFELD (MAFRI),49.52,-96.9,MB
4713,LANDMARK,49.67,-96.88,MB
4714,LETELLIER,49.13,-97.3,MB
4715,MANITOU STRANGE,49.25,-98.52,MB
4716,MANITOU,49.27,-98.48,MB
4717,MARCHAND,49.45,-96.38,MB
4718,MARCHAND FORESTRY,49.43,-96.27,MB
4719,MARCHAND W4,49.43,-96.47,MB
4720,MARQUETTE,50.01,-97.81,MB
4721,MIAMI,49.37,-98.23,MB
4722,MIAMI HAWKEN,49.33,-98.37,MB
4723,MIAMI ORCHARD,49.37,-98.28,MB
4724,MIAMI THIESSEN,49.45,-98.25,MB
4725,MOOSE LAKE,49.2,-95.32,MB
4726,MORDEN,49.18,-98.1,MB
4727,MORDEN CDA,49.18,-98.08,MB
4728,MORDEN CDA CS,49.19,-98.08,MB
4729,MORDEN RADIO,49.25,-98.0,MB
4730,MORRIS,49.35,-97.37,MB
4731,MORRIS EXP ST,49.37,-97.38,MB
4732,MORRIS 2,49.43,-97.48,MB
4733,MYRTLE,49.4,-97.78,MB
4734,MYRTLE 2,49.33,-97.77,MB
4735,NAROL,50.05,-96.97,MB
4736,MANITOU NORTH,49.27,-98.52,MB
4737,NINETTE,49.4,-99.63,MB
4738,NINGA,49.23,-99.85,MB
4739,NIVERVILLE,49.6,-97.05,MB
4740,OAKBANK,49.93,-96.85,MB
4741,OTTERBURNE,49.5,-97.05,MB
4742,PEACE GARDENS,49.0,-100.05,MB
4743,PEMBINA CROSSING,49.3,-98.42,MB
4744,PETERSFIELD,50.32,-96.98,MB
4745,NINETTE COLE,49.4,-99.63,MB
